CO(GT),PT08.S1(CO),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,C6H6(GT)
0.6,848.0,692.0,41.0,1034.0,55.0,1412.0,734.0,25.5,35.7,1.1499,3.7
0.7,834.0,596.0,45.4,1276.0,53.0,1335.0,727.0,13.4,59.5,0.9097,2.2
2.6,1028.0,1155.0,185.0,832.0,142.0,1691.0,925.0,35.4,14.7,0.8323,15.2
1.7,964.0,947.0,327.0,862.0,123.0,1328.0,907.0,23.7,29.6,0.8537,9.2
0.5199999999999999,817.0,602.0,25.4,1120.0,30.0,1227.0,470.0,16.0,69.5,1.2549,2.2
0.2,858.0,633.0,97.0,1136.0,73.0,878.0,788.0,3.5,55.9,0.4431,2.7
0.8,722.0,671.0,133.0,1596.0,68.0,737.0,448.0,14.3,18.4,0.2991,3.3
0.7,968.0,639.0,127.8,891.0,89.6,1080.0,794.0,8.4,67.1,0.7411,2.8
1.1,965.0,832.0,104.0,795.0,69.2,1455.0,978.0,25.8,39.5,1.2949,6.4
2.8,1310.0,1099.0,414.0,559.0,158.0,1481.0,1445.0,13.8,62.6,0.9862,13.5
0.5,906.0,650.0,30.8,961.0,35.4,1581.0,768.0,26.9,60.3,2.1074,3.0
0.5,789.0,596.0,62.0,1145.0,48.0,1161.0,698.0,14.6,62.1,1.0236,2.2
1.6,1000.0,918.0,68.0,881.0,67.0,1661.0,802.0,17.5,63.9,1.2667,8.5
0.6,892.0,767.0,71.0,1180.0,84.0,1466.0,657.0,18.0,51.4,1.0504,5.1
0.5,791.0,658.0,30.0,1140.0,43.0,1467.0,609.0,24.0,45.8,1.3467,3.1
1.0,962.0,778.0,35.0,929.0,44.0,1645.0,726.0,23.3,59.4,1.6753,5.3
2.8,1224.0,1228.0,189.0,711.0,159.0,1972.0,1380.0,34.7,25.9,1.4069,17.6
0.5,804.0,505.0,34.0,1718.0,37.0,1148.0,329.0,12.8,49.3,0.7285,1.1
4.3,1184.0,1193.0,839.0,626.0,212.0,1327.0,1479.0,14.5,33.8,0.5541,16.4
1.1400000000000001,1113.0,772.0,71.6,989.0,70.2,1493.0,646.0,16.6,56.1,1.0481,5.2
1.4,999.0,879.0,180.0,1114.0,119.0,1261.0,960.0,24.9,28.3,0.8775,7.5
0.9,948.0,828.0,66.0,858.0,60.0,1711.0,994.0,24.4,55.2,1.6604,6.4
4.5,1507.0,1292.0,1017.0,479.0,227.0,1379.0,2110.0,7.3,50.8,0.5226,19.8
2.6,1418.0,1010.0,172.0,892.0,130.0,1603.0,1536.0,14.7,49.3,0.8193,10.9
0.4,787.0,415.0,39.0,1474.0,37.0,667.0,293.0,3.4,38.9,0.3075,0.3
3.4,1091.0,1161.0,210.0,682.0,128.0,1797.0,1153.0,23.6,35.7,1.0282,15.4
1.4599999999999997,1046.0,817.0,239.0,790.0,91.6,1214.0,957.0,10.5,78.6,0.9976,6.1
3.5,1579.0,1345.0,1028.0,459.0,230.0,1608.0,1961.0,8.9,71.0,0.8115,21.8
1.94,1298.0,1015.0,214.6,647.0,75.6,1619.0,1056.0,24.7,51.9,1.5868,11.0
3.5,1242.0,1193.0,221.0,684.0,125.0,1945.0,1175.0,17.5,60.8,1.2029,16.4
0.9,949.0,640.0,167.0,902.0,112.0,909.0,971.0,2.3,63.5,0.463,2.8
7.5,1553.0,1414.0,760.0,455.0,193.0,1851.0,1682.0,17.7,56.6,1.133,24.4
0.5,832.0,518.0,77.2,1264.0,57.4,1061.0,539.0,15.2,63.2,1.0821,1.2
2.4,1282.0,1023.0,369.0,573.0,159.0,1305.0,1461.0,15.7,34.6,0.6147,11.2
0.82,982.0,724.0,64.2,1055.0,61.6,1508.0,774.0,12.8,80.0,1.1761,4.2
0.6599999999999999,856.0,684.0,36.6,1023.0,49.0,1368.0,520.0,28.1,34.2,1.2802,3.5
3.0,1209.0,1082.0,407.0,573.0,238.0,1355.0,1105.0,6.5,71.0,0.6903,12.9
4.3,1440.0,1362.0,532.0,486.0,117.0,1968.0,1496.0,21.6,68.0,1.7305,22.4
4.3,837.0,835.0,390.0,896.0,146.0,960.0,1078.0,14.2,27.7,0.4451,6.5
1.1,968.0,794.0,39.0,836.0,48.0,1688.0,654.0,27.2,59.3,2.1059,5.6
1.7,977.0,998.0,125.0,810.0,131.0,1554.0,743.0,36.2,18.1,1.0724,10.6
1.9,1180.0,1031.0,163.0,633.0,124.0,1866.0,1067.0,28.4,50.7,1.9329,11.5
2.6,1165.0,1131.0,332.0,609.0,99.0,1640.0,1196.0,21.6,53.6,1.3669,14.5
2.9,1221.0,1230.0,188.0,670.0,163.0,1905.0,1157.0,39.1,19.6,1.3542,17.7
0.8,918.0,721.0,57.0,1069.0,58.0,1353.0,785.0,13.8,51.4,0.8059,4.2
0.6,762.0,487.0,71.0,1364.0,60.0,640.0,307.0,0.7,41.2,0.2693,0.9
3.4,1193.0,1196.0,195.0,675.0,149.0,1888.0,1152.0,30.9,30.4,1.338,16.5
4.3,1544.0,1409.0,462.0,448.0,91.0,2048.0,1603.0,22.4,67.1,1.794,24.2
0.6,813.0,609.0,22.0,1017.0,33.0,1473.0,615.0,23.9,61.2,1.7871,2.4
0.4,878.0,784.0,46.0,1181.0,64.0,1407.0,610.0,21.4,36.9,0.9271,5.4
2.6,1495.0,1040.0,168.0,809.0,105.0,1735.0,1373.0,17.1,47.9,0.9281,11.7
2.4,1106.0,1097.0,135.0,902.0,105.0,1552.0,941.0,26.7,17.1,0.5909,13.4
1.6,1112.0,851.0,231.0,694.0,157.0,1184.0,931.0,6.9,71.3,0.7118,6.9
2.6,1171.0,1129.0,156.0,631.0,120.0,1911.0,1346.0,33.5,36.0,1.8395,14.4
1.98,966.0,1054.0,125.2,885.0,107.6,1742.0,917.0,26.8,32.4,1.1263,12.1
2.3,1009.0,1116.0,202.0,779.0,180.0,1602.0,877.0,32.2,17.1,0.8124,14.0
1.9,959.0,875.0,421.0,797.0,191.0,864.0,1006.0,13.7,17.4,0.2715,7.4
2.1,1075.0,1015.0,107.0,824.0,97.0,1722.0,949.0,15.0,61.4,1.0385,11.0
6.5,1745.0,1748.0,346.0,484.0,139.0,2605.0,2054.0,18.8,39.7,0.8547,38.9
0.7,925.0,742.0,127.0,876.0,43.0,1381.0,842.0,18.1,72.1,1.4834,4.6
1.0,881.0,776.0,63.0,1037.0,62.0,1623.0,677.0,18.3,66.5,1.381,5.2
1.1,925.0,645.0,167.0,904.0,122.0,930.0,546.0,14.3,38.0,0.6162,2.9
2.3,1195.0,1077.0,130.0,731.0,113.0,1860.0,1151.0,25.5,43.8,1.4095,12.8
5.3,1590.0,1466.0,999.0,448.0,198.0,1831.0,2003.0,13.3,66.9,1.0163,26.5
1.3,1128.0,742.0,48.0,1144.0,48.0,1507.0,610.0,21.4,40.3,1.0126,4.6
1.7,1260.0,1059.0,417.0,544.0,180.0,1319.0,1161.0,19.3,29.9,0.6604,12.3
1.0,929.0,791.0,59.0,841.0,41.0,1493.0,789.0,22.2,53.9,1.4201,5.6
1.9,973.0,949.0,116.8,987.0,103.2,1615.0,820.0,23.5,36.9,1.0518,9.2
3.0,1311.0,1088.0,505.0,563.0,147.0,1402.0,1452.0,11.1,62.0,0.8199,13.1
3.0,1200.0,1246.0,553.0,798.0,136.0,1574.0,1416.0,19.7,37.5,0.8501,18.2
3.6,1252.0,1369.0,248.0,681.0,129.0,2120.0,1390.0,19.3,46.0,1.0185,22.7
1.8,1086.0,1048.0,128.2,1016.0,108.6,1580.0,888.0,30.6,18.6,0.8014,11.9
5.0,1426.0,1375.0,836.0,1143.0,162.0,1751.0,1631.0,13.0,73.0,1.086,22.9
4.1,1454.0,1299.0,863.0,457.0,150.0,1606.0,1673.0,4.8,74.6,0.647,20.1
6.9,1648.0,1612.0,858.0,401.0,173.0,2177.0,1885.0,17.7,68.3,1.3713,32.6
1.7,991.0,898.0,214.0,787.0,89.0,1412.0,806.0,31.6,25.5,1.1638,8.0
1.3,1017.0,718.0,74.0,1182.0,81.0,1382.0,650.0,13.9,55.6,0.8765,4.1
2.9,1135.0,1100.0,460.0,679.0,146.0,1161.0,1273.0,17.4,23.3,0.4599,13.5
1.6,1387.0,981.0,415.0,535.0,164.0,1368.0,1396.0,13.2,56.2,0.8499,10.1
1.0,974.0,635.0,46.2,1159.0,58.4,1387.0,778.0,12.9,68.5,1.0155,2.7
1.3199999999999998,1019.0,858.0,128.8,989.0,90.2,1270.0,631.0,33.0,21.3,1.0512,7.0
2.5,1192.0,1085.0,266.0,617.0,79.0,1638.0,1170.0,26.6,42.5,1.4568,13.0
5.6,1441.0,1606.0,348.0,503.0,159.0,2568.0,1786.0,25.5,43.1,1.3891,32.4
2.5,1317.0,1053.0,153.0,926.0,104.0,1707.0,1137.0,24.4,28.9,0.8736,12.1
1.6,852.0,919.0,363.0,967.0,149.0,831.0,855.0,14.8,14.3,0.2397,8.5
2.0,1042.0,910.0,438.0,774.0,181.0,922.0,1216.0,4.6,32.5,0.2783,8.3
1.5,990.0,808.0,279.0,838.0,176.0,975.0,901.0,4.6,49.7,0.4271,5.9
1.2,1197.0,750.0,89.0,1337.0,96.0,1393.0,949.0,11.2,59.2,0.7848,4.7
3.5,1351.0,1298.0,565.0,498.0,111.0,1821.0,1577.0,20.0,63.9,1.4805,20.0
0.8,934.0,744.0,70.6,970.0,59.8,1473.0,870.0,22.8,63.3,1.7355,4.6
0.33999999999999997,777.0,521.0,23.0,1535.0,33.0,1121.0,350.0,12.5,51.2,0.7374,1.2
2.2,1194.0,1106.0,100.0,667.0,97.0,1985.0,1194.0,28.2,48.1,1.8144,13.7
1.4,972.0,898.0,79.0,807.0,88.0,1508.0,879.0,29.5,32.1,1.3005,8.0
1.0,858.0,776.0,43.0,947.0,56.0,1431.0,498.0,38.1,21.1,1.3863,5.3
2.6,1211.0,998.0,446.0,605.0,149.0,1298.0,1302.0,11.3,58.1,0.7743,10.6
0.4,826.0,465.0,50.0,1322.0,46.0,978.0,433.0,11.9,61.1,0.8527,0.7
0.9,916.0,726.0,129.0,879.0,54.0,1248.0,791.0,15.6,70.8,1.2461,4.3
3.1,1153.0,1168.0,163.0,842.0,121.0,1644.0,1021.0,24.3,19.8,0.5933,15.6
1.9,1192.0,994.0,105.0,759.0,78.0,1780.0,1163.0,19.0,58.0,1.2581,10.4
1.9,1048.0,925.0,284.0,721.0,137.0,1022.0,941.0,19.8,16.0,0.3632,8.6
0.9600000000000002,932.0,720.0,44.4,859.0,57.6,1562.0,605.0,27.4,53.5,1.9267,4.2
3.2,1476.0,1219.0,487.0,459.0,141.0,1673.0,1561.0,13.5,63.9,0.9875,17.3
0.5,864.0,642.0,72.0,1288.0,69.0,1255.0,441.0,16.5,36.2,0.6752,2.8
1.3,968.0,858.0,147.0,796.0,60.0,1388.0,894.0,16.0,75.9,1.3721,7.0
0.4,829.0,602.0,23.0,1123.0,36.0,1410.0,596.0,23.5,46.7,1.3361,2.2
2.0,1035.0,1011.0,95.0,750.0,94.0,1752.0,1039.0,23.0,48.1,1.3322,10.9
2.6,1271.0,886.0,345.0,688.0,121.0,1321.0,1113.0,11.7,79.8,1.0964,7.7
1.0,939.0,649.0,145.0,996.0,86.0,897.0,879.0,3.9,59.0,0.4807,3.0
2.8,1277.0,991.0,459.0,609.0,214.0,1141.0,1575.0,9.1,41.9,0.4857,10.4
2.1,1081.0,983.0,145.0,703.0,64.0,1546.0,1079.0,27.3,38.3,1.3669,10.2
3.4,1236.0,1203.0,499.0,681.0,114.0,1566.0,1311.0,12.5,65.8,0.9538,16.8
2.6,1425.0,1068.0,166.0,776.0,107.0,1764.0,1341.0,15.0,52.3,0.8881,12.5
2.1,1136.0,849.0,344.0,715.0,164.0,1132.0,1216.0,5.4,65.8,0.5935,6.8
6.8,1523.0,1533.0,984.0,456.0,282.0,1532.0,2214.0,7.3,36.8,0.3771,29.2
3.3,1250.0,1054.0,491.0,634.0,121.0,1407.0,1348.0,10.4,75.4,0.947,12.1
0.8,991.0,778.0,29.0,797.0,36.0,1665.0,910.0,26.7,60.7,2.0977,5.3
3.0,1232.0,1074.0,472.0,606.0,107.0,1504.0,1317.0,14.0,75.7,1.2051,12.7
1.7,897.0,875.0,223.0,937.0,88.0,1227.0,902.0,18.4,33.2,0.6975,7.4
1.4,1142.0,852.0,89.0,1008.0,101.0,1547.0,1164.0,15.3,61.4,1.058,6.9
0.8,949.0,657.0,158.0,895.0,115.0,948.0,991.0,5.0,63.5,0.5575,3.1
3.2,1202.0,1083.0,629.0,1376.0,143.0,1410.0,1340.0,11.0,74.4,0.9736,13.0
3.0,1187.0,1042.0,196.0,766.0,110.0,1840.0,1093.0,16.6,70.8,1.3253,11.8
2.46,1223.0,1142.0,145.0,778.0,88.0,1965.0,1084.0,26.2,46.4,1.5573,14.8
5.7,1515.0,1295.0,754.0,435.0,233.0,1615.0,1871.0,14.9,47.6,0.8003,19.9
3.0,1147.0,1073.0,720.0,628.0,210.0,1415.0,1198.0,11.8,76.1,1.0516,12.7
0.8,782.0,594.0,155.0,1134.0,111.0,673.0,371.0,3.4,32.4,0.2563,2.1
2.22,1127.0,1117.0,158.0,714.0,132.0,1625.0,1092.0,42.8,12.3,1.0326,14.0
0.8,876.0,576.0,128.0,1040.0,95.2,815.0,900.0,1.0,56.7,0.3803,1.9
1.14,1046.0,724.0,207.0,848.0,128.8,898.0,1201.0,8.2,40.1,0.4375,4.2
4.3,1450.0,1322.0,877.0,490.0,190.0,1497.0,1756.0,3.3,61.6,0.4829,20.9
1.0,909.0,678.0,180.0,960.0,128.0,838.0,652.0,9.2,34.5,0.4025,3.4
3.3,1240.0,1175.0,196.0,614.0,174.0,1895.0,1262.0,36.0,28.0,1.6304,15.9
0.9,798.0,609.0,213.0,1122.0,109.0,660.0,472.0,3.1,29.1,0.224,2.3
2.8,1407.0,1066.0,566.0,525.0,211.0,1397.0,1560.0,14.8,51.0,0.8507,12.5
2.6,982.0,1003.0,498.0,1037.0,189.0,1117.0,1072.0,17.2,22.4,0.4354,10.7
2.5,1133.0,951.0,310.0,825.0,112.0,1156.0,1254.0,7.9,60.2,0.6432,9.3
1.4,1126.0,1004.0,98.0,788.0,108.0,1609.0,926.0,41.1,15.7,1.2071,10.7
0.4600000000000001,850.0,562.0,26.0,1275.0,37.6,1407.0,589.0,13.1,78.3,1.1716,1.7
2.1,1156.0,1034.0,154.0,813.0,122.0,1640.0,1123.0,27.7,26.3,0.9652,11.5
2.3000000000000003,1124.0,1057.0,290.4,667.0,87.0,1569.0,1091.0,15.9,70.4,1.2658,12.2
1.46,913.0,857.0,123.4,892.0,82.2,1275.0,640.0,20.3,41.3,0.9745,7.0
1.1,862.0,729.0,173.0,1103.0,64.0,1171.0,603.0,18.2,41.9,0.8674,4.3
1.02,1013.0,687.0,127.2,872.0,85.8,1135.0,726.0,8.6,83.5,0.9372,3.6
1.5,1014.0,798.0,99.0,1083.0,106.0,1376.0,909.0,10.6,56.1,0.714,5.7
1.6,1020.0,984.0,81.0,853.0,81.0,1753.0,1031.0,23.7,45.1,1.3033,10.2
1.1,840.0,661.0,185.0,1016.0,125.0,757.0,435.0,4.0,36.8,0.3016,3.1
1.9,1196.0,873.0,139.0,1071.0,97.0,1463.0,1144.0,9.1,63.9,0.7423,7.4
1.6,1167.0,884.0,105.0,881.0,78.0,1580.0,931.0,20.2,40.1,0.937,7.6
3.0,1441.0,1124.0,224.0,851.0,130.0,1829.0,1089.0,10.0,74.2,0.9117,14.2
0.8,774.0,569.0,100.0,1222.0,58.0,984.0,434.0,11.4,54.6,0.7363,1.8
1.0,999.0,692.0,58.0,1038.0,69.0,1588.0,778.0,16.4,79.2,1.4681,3.7
2.1,1004.0,1004.0,257.0,832.0,88.0,1490.0,911.0,23.4,40.4,1.15,10.7
0.7,853.0,626.0,22.0,1045.0,33.0,1557.0,516.0,26.7,61.0,2.1005,2.6
2.1,1113.0,978.0,200.6,705.0,112.6,1538.0,946.0,36.6,22.6,1.3664,10.0
1.5,1020.0,929.0,134.0,805.0,108.0,1615.0,929.0,22.7,43.9,1.1962,8.7
2.4,1101.0,934.0,333.0,751.0,116.0,1085.0,1208.0,12.6,39.9,0.5804,8.9
1.3,1088.0,932.0,203.0,706.0,72.0,1565.0,1034.0,21.5,67.5,1.708,8.8
0.6799999999999999,944.0,551.0,98.0,1063.0,68.0,985.0,381.0,12.3,51.8,0.7384,1.6
5.2,1674.0,1376.0,992.0,438.0,198.0,1643.0,2098.0,11.2,61.9,0.8226,22.9
1.0,925.0,677.0,151.0,958.0,105.0,901.0,1024.0,3.2,58.8,0.4578,3.4
0.8,961.0,801.0,33.0,850.0,44.0,1683.0,798.0,26.0,54.9,1.8141,5.8
3.0,1051.0,1157.0,186.0,760.0,147.0,1787.0,963.0,28.6,22.3,0.859,15.3
1.7,1125.0,924.0,102.0,937.0,73.0,1542.0,790.0,21.8,33.9,0.8771,8.6
3.6,1257.0,1179.0,455.0,818.0,134.0,1545.0,1415.0,19.4,47.1,1.051,16.0
1.0,965.0,659.0,126.0,973.0,69.0,1059.0,739.0,6.4,76.3,0.7389,3.1
1.2,874.0,623.0,125.0,1096.0,78.0,847.0,831.0,2.8,55.2,0.4177,2.5
1.5,951.0,875.0,51.0,856.0,68.0,1406.0,600.0,34.9,20.9,1.1463,7.4
4.5,1512.0,1386.0,505.0,425.0,198.0,1831.0,1602.0,20.9,39.3,0.9615,23.3
4.220000000000001,1463.0,1417.0,512.0,467.0,156.0,1900.0,1651.0,26.8,43.3,1.4977,24.5
3.0,1415.0,1278.0,796.0,483.0,211.0,1399.0,1870.0,11.1,38.4,0.5066,19.3
1.0,996.0,620.0,118.0,928.0,94.0,946.0,570.0,10.6,45.8,0.5838,2.5
0.9,1042.0,701.0,208.0,795.0,114.0,945.0,1216.0,1.8,68.9,0.4878,3.8
2.0,1186.0,899.0,296.0,695.0,117.0,1332.0,926.0,12.4,72.6,1.0422,8.0
3.3,1207.0,1013.0,174.0,876.0,116.0,1632.0,982.0,10.0,74.0,0.9087,11.0
1.3,967.0,814.0,104.0,854.0,84.6,1385.0,703.0,30.1,26.7,1.1217,6.1
1.9,1177.0,880.0,146.0,927.0,104.0,1552.0,776.0,10.9,76.4,0.9953,7.5
0.44000000000000006,742.0,602.0,27.6,1156.0,37.0,1283.0,513.0,23.6,33.2,0.9577,2.2
0.6,869.0,835.0,61.0,1078.0,76.0,1437.0,807.0,19.2,42.0,0.9248,6.5
1.4,980.0,761.0,235.0,854.0,172.0,876.0,1051.0,3.1,47.1,0.3638,5.0
1.3,1091.0,829.0,238.0,755.0,92.0,1177.0,1126.0,8.2,81.4,0.888,6.4
2.8,1214.0,1124.0,465.0,659.0,156.0,1302.0,1345.0,16.8,36.7,0.6944,14.2
2.6,1090.0,981.0,279.0,1513.0,113.0,1390.0,1044.0,11.8,76.1,1.0544,10.1
1.34,973.0,806.0,202.0,851.0,126.0,994.0,926.0,15.4,29.3,0.5068,5.9
0.3,805.0,437.0,28.0,1491.0,28.0,738.0,296.0,6.9,39.8,0.3966,0.5
0.6,895.0,536.0,53.0,1415.0,56.0,1229.0,421.0,11.2,64.4,0.8537,1.4
2.8,1245.0,1143.0,639.0,569.0,128.0,1531.0,1406.0,15.9,62.7,1.1273,14.8
1.5,997.0,971.0,127.0,993.0,128.0,1573.0,930.0,23.6,30.1,0.8663,9.8
2.2,1175.0,1080.0,145.8,591.0,100.6,1931.0,1102.0,27.9,54.9,2.0353,12.9
1.3,1003.0,747.0,210.6,843.0,89.8,1289.0,806.0,14.1,84.8,1.3544,4.7
1.6200000000000003,1120.0,900.0,172.6,811.0,97.8,1462.0,1111.0,23.6,50.4,1.447,8.0
2.7,1187.0,1122.0,313.0,589.0,77.0,1641.0,1208.0,19.5,67.6,1.5156,14.2
2.7,1275.0,1061.0,427.0,593.0,211.0,1203.0,1494.0,10.4,37.3,0.4708,12.3
0.6,784.0,576.0,38.4,1327.0,34.4,1060.0,342.0,32.6,17.5,0.8467,1.9
3.4,1117.0,1327.0,625.0,692.0,196.0,1302.0,1475.0,13.5,19.5,0.3003,21.1
2.6,1238.0,1144.0,188.0,565.0,81.0,1939.0,1433.0,28.5,48.5,1.8607,14.8
1.5,1016.0,963.0,91.0,776.0,95.0,1661.0,811.0,22.2,49.5,1.3081,9.6
2.1,1097.0,944.0,297.0,716.0,107.0,1489.0,982.0,17.3,79.3,1.5569,9.1
1.72,1113.0,954.0,117.0,682.0,99.0,1801.0,899.0,21.6,78.5,1.994,9.4
2.4,1100.0,842.0,309.0,774.0,89.0,1296.0,882.0,12.0,80.0,1.1167,6.7
4.1,1571.0,1297.0,314.0,730.0,162.0,1973.0,1729.0,21.4,33.3,0.8417,20.0
2.5,1231.0,962.0,412.0,625.0,151.0,1348.0,1192.0,14.4,58.2,0.9495,9.6
4.8,1559.0,1476.0,548.8,463.0,113.4,2022.0,1660.0,25.7,44.1,1.4331,26.9
4.6,1339.0,1425.0,332.0,595.0,131.0,2264.0,1495.0,20.5,48.2,1.1474,24.8
1.6,988.0,738.0,209.0,843.0,154.0,906.0,893.0,7.1,39.6,0.4019,4.5
2.3,1238.0,1088.0,150.0,636.0,116.0,1883.0,1306.0,32.7,34.5,1.6798,13.1
0.54,835.0,620.0,82.2,1053.0,37.4,1260.0,741.0,18.8,65.3,1.4023,2.5
1.4,915.0,893.0,205.0,872.0,90.0,1287.0,953.0,15.6,51.9,0.9135,7.8
1.3,967.0,785.0,136.2,879.0,68.8,1326.0,766.0,14.5,81.3,1.3399,5.4
3.2,1280.0,1127.0,649.0,558.0,247.0,1277.0,1641.0,12.1,36.9,0.5212,14.3
2.0,1093.0,1076.0,353.0,871.0,131.0,1457.0,1125.0,30.3,23.0,0.977,12.8
3.6,1231.0,1304.0,203.0,652.0,121.0,2029.0,1315.0,15.9,53.1,0.9529,20.3
1.2,972.0,674.0,169.0,926.0,88.0,1032.0,882.0,7.9,69.3,0.7413,3.4
2.6,1288.0,1112.0,346.0,560.0,150.0,1492.0,1380.0,14.6,59.6,0.9824,13.9
1.5,1011.0,725.0,189.0,852.0,142.0,1050.0,773.0,4.2,78.2,0.6506,4.3
2.0,1060.0,877.0,327.0,1648.0,107.0,1313.0,929.0,11.3,83.1,1.1089,7.5
0.5,912.0,544.0,69.0,959.0,55.0,1002.0,573.0,12.1,56.3,0.7927,1.5
1.1199999999999999,1003.0,744.0,201.6,882.0,136.4,899.0,1138.0,7.8,38.4,0.4085,4.6
2.6,1207.0,1136.0,278.0,645.0,152.0,1696.0,1024.0,30.5,34.9,1.5015,14.6
1.6,961.0,949.0,230.0,853.0,99.0,1306.0,812.0,23.8,27.0,0.7845,9.2
3.9,1306.0,1161.0,646.0,557.0,146.0,1407.0,1379.0,5.5,83.5,0.7619,15.4
0.8,917.0,654.0,37.0,1169.0,52.0,1414.0,545.0,17.6,54.6,1.0918,3.0
0.9,908.0,748.0,69.0,1020.0,92.0,1373.0,451.0,39.7,19.1,1.3646,4.7
2.9,1264.0,1241.0,228.0,609.0,129.0,1989.0,1280.0,27.0,37.3,1.3081,18.1
3.4,1286.0,1286.0,409.0,593.0,179.0,1728.0,1449.0,27.2,30.4,1.081,19.6
4.2,1416.0,1346.0,612.0,609.0,192.0,1570.0,1945.0,15.1,50.2,0.8552,21.8
4.78,1352.0,1465.0,651.0,491.0,146.4,1998.0,1621.0,18.5,65.5,1.3787,26.4
0.52,874.0,472.0,49.0,1179.0,45.0,803.0,382.0,6.4,49.8,0.4814,0.7
1.5,1001.0,811.0,98.0,1122.0,83.0,1344.0,625.0,18.5,27.8,0.5843,6.0
3.72,1378.0,1282.0,281.4,576.0,117.0,2010.0,1347.0,27.7,53.7,1.967,19.5
0.8,914.0,610.0,54.0,1322.0,65.0,1230.0,455.0,10.4,58.4,0.7352,2.4
1.6,1195.0,836.0,107.4,987.0,87.8,1554.0,885.0,15.2,57.9,0.9941,6.5
1.4,1001.0,762.0,223.0,850.0,131.0,948.0,1155.0,3.0,60.2,0.4639,5.0
1.78,1118.0,995.0,144.0,689.0,111.0,1779.0,863.0,35.1,32.4,1.7996,10.5
1.2,1082.0,825.0,163.0,753.0,59.0,1526.0,930.0,21.3,69.1,1.7275,6.3
0.8,922.0,764.0,162.0,892.0,69.0,1415.0,905.0,18.1,72.5,1.4876,5.0
4.6,1390.0,1414.0,455.0,487.0,117.0,1959.0,1428.0,23.3,53.1,1.496,24.4
1.7,1110.0,870.0,255.0,708.0,168.0,1057.0,1059.0,11.6,33.3,0.454,7.3
1.7,1007.0,875.0,103.0,1027.0,104.0,1357.0,620.0,21.1,24.5,0.604,7.4
4.5,1402.0,1263.0,551.0,446.0,169.0,1640.0,1723.0,16.5,51.6,0.9601,18.8
2.4,1157.0,1183.0,133.0,738.0,111.0,1970.0,1079.0,26.6,37.9,1.2994,16.1
1.6,1110.0,872.0,308.0,822.0,150.0,971.0,1393.0,10.1,34.4,0.4249,7.4
2.8,1098.0,859.0,362.0,792.0,118.0,1211.0,1006.0,8.2,78.4,0.8561,7.0
1.5,1039.0,855.0,341.0,783.0,140.0,1025.0,1210.0,3.4,58.5,0.4608,6.9
0.4,892.0,580.0,39.6,1076.0,37.2,1271.0,516.0,23.5,49.1,1.3991,1.9
1.04,1013.0,781.0,134.6,829.0,58.8,1469.0,894.0,19.8,66.4,1.5145,5.4
1.5,1128.0,818.0,244.0,674.0,149.0,1156.0,1303.0,13.2,51.6,0.7765,6.1
2.0,1126.0,880.0,260.0,690.0,107.0,1202.0,1177.0,8.8,71.0,0.8089,7.5
3.8,1289.0,1104.0,531.0,623.0,165.0,1257.0,1499.0,5.2,67.8,0.6028,13.6
3.5,1336.0,1326.0,188.0,674.0,125.0,1923.0,1255.0,26.3,27.5,0.9306,21.1
0.8,983.0,846.0,291.0,871.0,148.0,996.0,1055.0,10.3,34.2,0.4291,6.8
3.2399999999999998,1125.0,1283.0,224.8,792.0,141.2,1899.0,1101.0,25.3,30.0,0.952,19.5
1.0,827.0,660.0,178.0,1030.0,102.0,709.0,426.0,3.2,30.8,0.2399,3.1
2.5,1157.0,1072.0,137.0,888.0,114.0,1596.0,905.0,17.7,28.6,0.5735,12.6
2.4,1168.0,1037.0,125.0,868.0,105.0,1580.0,990.0,12.1,45.6,0.6403,11.6
0.6,938.0,559.0,147.0,942.0,97.0,1026.0,850.0,9.0,65.4,0.7532,1.7
1.2,1081.0,929.0,65.0,910.0,75.0,1518.0,937.0,21.1,36.5,0.9019,8.7
5.6,1493.0,1444.0,701.0,417.0,240.0,1702.0,1738.0,19.1,32.5,0.7112,25.6
1.3,1066.0,827.0,151.8,751.0,66.2,1479.0,1024.0,20.1,65.9,1.5321,6.3
1.6,1166.0,880.0,248.0,631.0,149.0,1280.0,1238.0,12.7,62.8,0.9198,7.5
2.7,1325.0,1027.0,426.0,591.0,162.0,1394.0,1365.0,13.5,63.0,0.9686,11.3
1.4,1072.0,850.0,70.0,737.0,65.0,1604.0,702.0,29.8,43.4,1.7988,6.8
0.8,885.0,638.0,44.0,1059.0,55.2,1248.0,484.0,29.9,29.6,1.2296,2.8
1.4,1024.0,945.0,302.0,729.0,185.0,1073.0,1026.0,5.3,44.4,0.397,9.2
3.4,1111.0,1256.0,261.0,765.0,158.0,1851.0,1197.0,29.1,22.0,0.8702,18.6
0.7,844.0,608.0,48.4,1213.0,53.2,1314.0,803.0,14.1,53.9,0.8633,2.3
1.78,1028.0,961.0,245.2,756.0,94.8,1413.0,928.0,21.3,42.9,1.0727,9.6
0.3,876.0,703.0,235.0,968.0,126.0,892.0,653.0,5.7,44.1,0.4063,3.9
0.3,766.0,412.0,32.6,1651.0,29.8,763.0,295.0,4.5,52.0,0.4436,0.3
